Organization legal name or 'doing business as' name,Group PAC ID,State,Participating in PQRS,Measure Identifier,Measure Title,Inverse Measure,Measure Performance Rate,Footnote,Reporting Mechanism,Reported on PC Live Site
AURORA MEDICAL GROUP INC,6709794258,WI,Y,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,N,88,,WI,Y
AURORA MEDICAL GROUP INC,6709794258,WI,Y,PQRS_GRP_112_1,Breast Cancer Screening,N,84,,WI,Y
AURORA MEDICAL GROUP INC,6709794258,WI,Y,PQRS_GRP_113_1,Colorectal Cancer Screening,N,82,,WI,Y
AURORA MEDICAL GROUP INC,6709794258,WI,Y,PQRS_GRP_117_1,Diabetes: Eye Exam,N,48,,WI,Y
AURORA MEDICAL GROUP INC,6709794258,WI,Y,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,73,,WI,Y
AURORA MEDICAL GROUP INC,6709794258,WI,Y,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,N,43,,WI,Y
AURORA MEDICAL GROUP INC,6709794258,WI,Y,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,N,93,,WI,Y
AURORA MEDICAL GROUP INC,6709794258,WI,Y,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,57,,WI,Y
AURORA MEDICAL GROUP INC,6709794258,WI,Y,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,N,93,,WI,Y
AURORA MEDICAL GROUP INC,6709794258,WI,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,98,,WI,Y
AURORA MEDICAL GROUP INC,6709794258,WI,Y,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,N,87,,WI,Y
AURORA MEDICAL GROUP INC,6709794258,WI,Y,PQRS_GRP_318_1,Falls: Screening for Fall Risk,N,73,,WI,Y
AURORA MEDICAL GROUP INC,6709794258,WI,Y,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),N,92,,WI,Y
ST LUKE'S PHYSICIAN GROUP INC,6709798333,PA,Y,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,N,79,,WI,Y
ST LUKE'S PHYSICIAN GROUP INC,6709798333,PA,Y,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,N,74,,WI,Y
ST LUKE'S PHYSICIAN GROUP INC,6709798333,PA,Y,PQRS_GRP_112_1,Breast Cancer Screening,N,67,,WI,Y
ST LUKE'S PHYSICIAN GROUP INC,6709798333,PA,Y,PQRS_GRP_113_1,Colorectal Cancer Screening,N,67,,WI,Y
ST LUKE'S PHYSICIAN GROUP INC,6709798333,PA,Y,PQRS_GRP_117_1,Diabetes: Eye Exam,N,55,,WI,Y
ST LUKE'S PHYSICIAN GROUP INC,6709798333,PA,Y,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,85,,WI,Y
ST LUKE'S PHYSICIAN GROUP INC,6709798333,PA,Y,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,N,64,,WI,Y
ST LUKE'S PHYSICIAN GROUP INC,6709798333,PA,Y,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,N,98,,WI,Y
ST LUKE'S PHYSICIAN GROUP INC,6709798333,PA,Y,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,52,,WI,Y
ST LUKE'S PHYSICIAN GROUP INC,6709798333,PA,Y,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,N,87,,WI,Y
ST LUKE'S PHYSICIAN GROUP INC,6709798333,PA,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,86,,WI,Y
ST LUKE'S PHYSICIAN GROUP INC,6709798333,PA,Y,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,N,44,,WI,Y
ST LUKE'S PHYSICIAN GROUP INC,6709798333,PA,Y,PQRS_GRP_318_1,Falls: Screening for Fall Risk,N,66,,WI,Y
ST LUKE'S PHYSICIAN GROUP INC,6709798333,PA,Y,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),N,89,,WI,Y
"NORWICH ORTHOPEDIC GROUP, P.C.",6709820798,CT,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,84,,REG,Y
"NORWICH ORTHOPEDIC GROUP, P.C.",6709820798,CT,Y,PQRS_GRP_182_1,Functional Outcome Assessment,N,93,,REG,Y
"REISCHL PHYSICAL THERAPY, INC.",6709825219,CA,,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,95,,REG,Y
"REISCHL PHYSICAL THERAPY, INC.",6709825219,CA,,PQRS_GRP_154_1,Falls: Risk Assessment,N,78,,REG,Y
"REISCHL PHYSICAL THERAPY, INC.",6709825219,CA,,PQRS_GRP_155_1,Falls: Plan of Care,N,95,,REG,Y
"REISCHL PHYSICAL THERAPY, INC.",6709825219,CA,,PQRS_GRP_182_1,Functional Outcome Assessment,N,100,,REG,Y
SAND LAKE DERMATOLOGY CENTER PA,6709853088,FL,Y,PQRS_GRP_137_1,Melanoma: Continuity of Care  Recall System,N,30,,REG,Y
SAND LAKE DERMATOLOGY CENTER PA,6709853088,FL,Y,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use  Screening,N,94,,REG,Y
SAND LAKE DERMATOLOGY CENTER PA,6709853088,FL,Y,PQRS_GRP_194_1,Oncology: Cancer Stage Documented,N,8,,REG,Y
SAND LAKE DERMATOLOGY CENTER PA,6709853088,FL,Y,PQRS_GRP_224_1,Melanoma: Overutilization of Imaging Studies in Melanoma,N,100,,REG,N
SAND LAKE DERMATOLOGY CENTER PA,6709853088,FL,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,Y,2,,REG,N
SAND LAKE DERMATOLOGY CENTER PA,6709853088,FL,Y,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,Y,0,,REG,Y
SAND LAKE DERMATOLOGY CENTER PA,6709853088,FL,Y,PQRS_GRP_265_1,Biopsy Follow-Up,N,42,,REG,Y
SAND LAKE DERMATOLOGY CENTER PA,6709853088,FL,Y,PQRS_GRP_358_1,Patient-Centered Surgical Risk Assessment and Communication,N,6,,REG,Y
THE PHYSICAL EDGE PHYSICAL THERAPY INC,6709854508,CA,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,99,,REG,Y
THE PHYSICAL EDGE PHYSICAL THERAPY INC,6709854508,CA,Y,PQRS_GRP_154_1,Falls: Risk Assessment,N,100,,REG,Y
THE PHYSICAL EDGE PHYSICAL THERAPY INC,6709854508,CA,Y,PQRS_GRP_155_1,Falls: Plan of Care,N,97,,REG,Y
THE PHYSICAL EDGE PHYSICAL THERAPY INC,6709854508,CA,Y,PQRS_GRP_182_1,Functional Outcome Assessment,N,98,,REG,Y
"ATLANTIC PROFESSIONAL SERVICES OF RHODE ISLAND, INC.",6709855737,NY,Y,PQRS_GRP_47_1,Care Plan,N,95,,REG,Y
QUEEN STREET FAMILY PRACTICE PC,6709856891,PA,Y,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,N,91,,REG,Y
QUEEN STREET FAMILY PRACTICE PC,6709856891,PA,Y,PQRS_GRP_121_1,Adult Kidney Disease: Laboratory Testing (Lipid Profile),N,99,,REG,Y
QUEEN STREET FAMILY PRACTICE PC,6709856891,PA,Y,PQRS_GRP_163_1,Diabetes: Foot Exam,N,89,,REG,Y
QUEEN STREET FAMILY PRACTICE PC,6709856891,PA,Y,PQRS_GRP_326_1,Atrial Fibrillation and Atrial Flutter: Chronic Anticoagulation Therapy,N,100,,REG,Y
QUEEN STREET FAMILY PRACTICE PC,6709856891,PA,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,100,,REG,Y
DOWN EAST COMMUNITY HOSPITAL,6709858194,ME,Y,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,N,,1,WI,Y
DOWN EAST COMMUNITY HOSPITAL,6709858194,ME,Y,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,N,,1,WI,Y
DOWN EAST COMMUNITY HOSPITAL,6709858194,ME,Y,PQRS_GRP_112_1,Breast Cancer Screening,N,,1,WI,Y
DOWN EAST COMMUNITY HOSPITAL,6709858194,ME,Y,PQRS_GRP_113_1,Colorectal Cancer Screening,N,,1,WI,Y
DOWN EAST COMMUNITY HOSPITAL,6709858194,ME,Y,PQRS_GRP_117_1,Diabetes: Eye Exam,N,,2,WI,Y
DOWN EAST COMMUNITY HOSPITAL,6709858194,ME,Y,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,,1,WI,Y
DOWN EAST COMMUNITY HOSPITAL,6709858194,ME,Y,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,N,,1,WI,Y
DOWN EAST COMMUNITY HOSPITAL,6709858194,ME,Y,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,N,,2,WI,Y
DOWN EAST COMMUNITY HOSPITAL,6709858194,ME,Y,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,,1,WI,Y
DOWN EAST COMMUNITY HOSPITAL,6709858194,ME,Y,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,N,,1,WI,Y
DOWN EAST COMMUNITY HOSPITAL,6709858194,ME,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,95,,WI,Y
DOWN EAST COMMUNITY HOSPITAL,6709858194,ME,Y,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,N,,1,WI,Y
DOWN EAST COMMUNITY HOSPITAL,6709858194,ME,Y,PQRS_GRP_318_1,Falls: Screening for Fall Risk,N,100,,WI,Y
DOWN EAST COMMUNITY HOSPITAL,6709858194,ME,Y,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),N,,1,WI,Y
"ROTHMAN INSTITUTE OF NEW JERSEY, P.A.",6709864846,NJ,Y,PQRS_GRP_182_1,Functional Outcome Assessment,N,99,,REG,Y
"ROTHMAN INSTITUTE OF NEW JERSEY, P.A.",6709864846,NJ,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,Y,0,,REG,N
"ROTHMAN INSTITUTE OF NEW JERSEY, P.A.",6709864846,NJ,Y,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,Y,0,,REG,Y
"ROTHMAN INSTITUTE OF NEW JERSEY, P.A.",6709864846,NJ,Y,PQRS_GRP_46_2,Medication Reconciliation,N,100,,REG,Y
NORTH AMERICAN PARTNERS IN ANESTHESIA CONNECTICUT PC,6709877939,CT,Y,PQRS_GRP_193_1,Perioperative Temperature Management,N,99,,REG,Y
INPATIENT CONSULTANTS OF MICHIGAN PC,6709891286,MI,Y,PQRS_GRP_32_1,Stroke and Stroke Rehabilitation: Discharged on Antithrombotic Therapy,N,96,,REG,Y
INPATIENT CONSULTANTS OF MICHIGAN PC,6709891286,MI,Y,PQRS_GRP_33_1,Stroke and Stroke Rehabilitation: Anticoagulant Therapy Prescribed for Atrial Fibrillation (AF) at Discharge,N,97,,REG,Y
INPATIENT CONSULTANTS OF MICHIGAN PC,6709891286,MI,Y,PQRS_GRP_5_1,Heart Failure (HF): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy for Left Ventricular Systolic Dysfunction (LVSD),N,96,,REG,Y
INPATIENT CONSULTANTS OF MICHIGAN PC,6709891286,MI,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,82,,REG,Y
INPATIENT CONSULTANTS OF MICHIGAN PC,6709891286,MI,Y,PQRS_GRP_7_1,Coronary Artery Disease (CAD): Beta-Blocker Therapy  Prior Myocardial Infarction (MI) or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,100,,REG,Y
INPATIENT CONSULTANTS OF MICHIGAN PC,6709891286,MI,Y,PQRS_GRP_7_2,Coronary Artery Disease (CAD): Beta-Blocker Therapy  Prior Myocardial Infarction (MI) or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,78,,REG,Y
HASTINGS ANESTHESIOLOGY PLC,6709896715,MI,,PQRS_GRP_193_1,Perioperative Temperature Management,N,90,,REG,Y
JENNERSVILLE FAMILY MEDICINE LLC,6709943756,PA,,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,N,72,,REG,Y
JENNERSVILLE FAMILY MEDICINE LLC,6709943756,PA,,PQRS_GRP_22_1,Perioperative Care: Discontinuation of Prophylactic Parenteral Antibiotics (Non-Cardiac Procedures),N,30,,REG,Y
INTENSIVO LLC,6709946171,IL,Y,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,N,83,,REG,Y
JACKSONVILLE CHILDREN'S AND MULTISPECIALTY CLINICS P.A.,6709968811,NC,Y,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,N,85,,REG,Y
JACKSONVILLE CHILDREN'S AND MULTISPECIALTY CLINICS P.A.,6709968811,NC,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,Y,24,,REG,N
JACKSONVILLE CHILDREN'S AND MULTISPECIALTY CLINICS P.A.,6709968811,NC,Y,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,Y,6,,REG,Y
JACKSONVILLE CHILDREN'S AND MULTISPECIALTY CLINICS P.A.,6709968811,NC,Y,PQRS_GRP_46_1,Medication Reconciliation,N,87,,REG,N
JACKSONVILLE CHILDREN'S AND MULTISPECIALTY CLINICS P.A.,6709968811,NC,Y,PQRS_GRP_46_2,Medication Reconciliation,N,100,,REG,Y
JACKSONVILLE CHILDREN'S AND MULTISPECIALTY CLINICS P.A.,6709968811,NC,Y,PQRS_GRP_53_1,Asthma: Pharmacologic Therapy for Persistent Asthma - Ambulatory Care Setting,N,84,,REG,N
JACKSONVILLE CHILDREN'S AND MULTISPECIALTY CLINICS P.A.,6709968811,NC,Y,PQRS_GRP_53_2,Asthma: Pharmacologic Therapy for Persistent Asthma - Ambulatory Care Setting,N,89,,REG,N
JACKSONVILLE CHILDREN'S AND MULTISPECIALTY CLINICS P.A.,6709968811,NC,Y,PQRS_GRP_53_3,Asthma: Pharmacologic Therapy for Persistent Asthma - Ambulatory Care Setting,N,97,,REG,Y
JACKSONVILLE CHILDREN'S AND MULTISPECIALTY CLINICS P.A.,6709968811,NC,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,86,,REG,Y
"INPATIENT CONSULTANTS OF ALABAMA, INC",6709983422,AL,,PQRS_GRP_326_1,Atrial Fibrillation and Atrial Flutter: Chronic Anticoagulation Therapy,N,91,,REG,Y
"INPATIENT CONSULTANTS OF ALABAMA, INC",6709983422,AL,,PQRS_GRP_32_1,Stroke and Stroke Rehabilitation: Discharged on Antithrombotic Therapy,N,97,,REG,Y
"INPATIENT CONSULTANTS OF ALABAMA, INC",6709983422,AL,,PQRS_GRP_5_1,Heart Failure (HF): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy for Left Ventricular Systolic Dysfunction (LVSD),N,96,,REG,Y
"INPATIENT CONSULTANTS OF ALABAMA, INC",6709983422,AL,,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,90,,REG,Y
BANNER HOSPITAL BASED PHYSICIANS COLORADO LLC,6800031386,CO,Y,PQRS_GRP_146_1,Radiology: Inappropriate Use of Probably Benign Assessment Category in Mammography Screening*,Y,0,,REG,Y
PALMETTO HEALTH,6800708330,SC,Y,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,N,65,,WI,Y
BANNER HOSPITAL BASED PHYSICIANS COLORADO LLC,6800031386,CO,Y,PQRS_GRP_178_1,Rheumatoid Arthritis (RA): Functional Status Assessment,N,100,,REG,Y
BANNER HOSPITAL BASED PHYSICIANS COLORADO LLC,6800031386,CO,Y,PQRS_GRP_46_1,Medication Reconciliation,N,100,,REG,N
BANNER HOSPITAL BASED PHYSICIANS COLORADO LLC,6800031386,CO,Y,PQRS_GRP_46_2,Medication Reconciliation,N,100,,REG,Y
BANNER HOSPITAL BASED PHYSICIANS COLORADO LLC,6800031386,CO,Y,PQRS_GRP_54_1,Emergency Medicine: 12-Lead Electrocardiogram (ECG) Performed for Non-Traumatic Chest Pain,N,100,,REG,Y
BANNER HOSPITAL BASED PHYSICIANS COLORADO LLC,6800031386,CO,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,100,,REG,Y
BANNER HOSPITAL BASED PHYSICIANS COLORADO LLC,6800031386,CO,Y,PQRS_GRP_7_2,Coronary Artery Disease (CAD): Beta-Blocker Therapy  Prior Myocardial Infarction (MI) or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,100,,REG,Y
ADVANCED CARDIOLOGY ASSOCIATES PC,6800058199,MI,,PQRS_GRP_46_2,Medication Reconciliation,N,100,,REG,Y
ADVANCED CARDIOLOGY ASSOCIATES PC,6800058199,MI,,PQRS_GRP_52_1,Chronic Obstructive Pulmonary Disease (COPD): Inhaled Bronchodilator Therapy,N,100,,REG,Y
ADVANCED CARDIOLOGY ASSOCIATES PC,6800058199,MI,,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,100,,REG,Y
SAINT JOHN'S HEALTH CLINIC,6800060849,CA,Y,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,N,63,,REG,Y
SAINT JOHN'S HEALTH CLINIC,6800060849,CA,Y,PQRS_GRP_47_1,Care Plan,N,24,,REG,Y
RADIOLOGISTS OF UNIV OF ROCHESTER,6800700170,NY,Y,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use  Screening,N,83,,REG,Y
TOOELE CLINIC CORP,6800700873,UT,Y,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,N,73,,REG,Y
TOOELE CLINIC CORP,6800700873,UT,Y,PQRS_GRP_334_1,Adult Sinusitis: More than One Computerized Tomography (CT) Scan Within 90 Days for Chronic Sinusitis (Overuse),Y,0,,REG,N
SANFORD HEALTH NETWORK,6800707100,MN,Y,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,N,99,,WI,Y
SANFORD HEALTH NETWORK,6800707100,MN,Y,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,N,80,,WI,Y
SANFORD HEALTH NETWORK,6800707100,MN,Y,PQRS_GRP_112_1,Breast Cancer Screening,N,78,,WI,Y
SANFORD HEALTH NETWORK,6800707100,MN,Y,PQRS_GRP_113_1,Colorectal Cancer Screening,N,67,,WI,Y
SANFORD HEALTH NETWORK,6800707100,MN,Y,PQRS_GRP_117_1,Diabetes: Eye Exam,N,64,,WI,Y
SANFORD HEALTH NETWORK,6800707100,MN,Y,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,95,,WI,Y
SANFORD HEALTH NETWORK,6800707100,MN,Y,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,N,48,,WI,Y
SANFORD HEALTH NETWORK,6800707100,MN,Y,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,N,66,,WI,Y
SANFORD HEALTH NETWORK,6800707100,MN,Y,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,45,,WI,Y
SANFORD HEALTH NETWORK,6800707100,MN,Y,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,N,99,,WI,Y
SANFORD HEALTH NETWORK,6800707100,MN,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,94,,WI,Y
SANFORD HEALTH NETWORK,6800707100,MN,Y,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,N,57,,WI,Y
SANFORD HEALTH NETWORK,6800707100,MN,Y,PQRS_GRP_318_1,Falls: Screening for Fall Risk,N,95,,WI,Y
SANFORD HEALTH NETWORK,6800707100,MN,Y,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),N,,1,WI,Y
BOULDER COMMUNITY HEALTH,6800707233,CO,Y,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,N,100,,REG,Y
BOULDER COMMUNITY HEALTH,6800707233,CO,Y,PQRS_GRP_46_1,Medication Reconciliation,N,100,,REG,N
BOULDER COMMUNITY HEALTH,6800707233,CO,Y,PQRS_GRP_46_2,Medication Reconciliation,N,100,,REG,Y
BOULDER COMMUNITY HEALTH,6800707233,CO,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,100,,REG,Y
PALMETTO HEALTH,6800708330,SC,Y,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,N,71,,WI,Y
PALMETTO HEALTH,6800708330,SC,Y,PQRS_GRP_112_1,Breast Cancer Screening,N,68,,WI,Y
PALMETTO HEALTH,6800708330,SC,Y,PQRS_GRP_113_1,Colorectal Cancer Screening,N,64,,WI,Y
PALMETTO HEALTH,6800708330,SC,Y,PQRS_GRP_117_1,Diabetes: Eye Exam,N,45,,WI,Y
PALMETTO HEALTH,6800708330,SC,Y,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,86,,WI,Y
PALMETTO HEALTH,6800708330,SC,Y,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,N,90,,WI,Y
PALMETTO HEALTH,6800708330,SC,Y,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,N,99,,WI,Y
PALMETTO HEALTH,6800708330,SC,Y,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,43,,WI,Y
PALMETTO HEALTH,6800708330,SC,Y,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,N,86,,WI,Y
PALMETTO HEALTH,6800708330,SC,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,95,,WI,Y
PALMETTO HEALTH,6800708330,SC,Y,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,N,80,,WI,Y
PALMETTO HEALTH,6800708330,SC,Y,PQRS_GRP_318_1,Falls: Screening for Fall Risk,N,66,,WI,Y
PALMETTO HEALTH,6800708330,SC,Y,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),N,93,,WI,Y
"WOMEN'S CONTEMPORARY CARE ASSOCIATES, PC",6800781782,NY,Y,PQRS_GRP_39_1,Screening or Therapy for Osteoporosis for Women Aged 65 Years and Older,N,42,,REG,Y
"WOMEN'S CONTEMPORARY CARE ASSOCIATES, PC",6800781782,NY,Y,PQRS_GRP_48_1,Urinary Incontinence: Assessment of Presence or Absence of Urinary Incontinence in Women Aged 65 Years and Older,N,83,,REG,Y
NEW ENGLAND ORTHOPEDIC SPECIALISTS LLC,6800786393,MA,Y,PQRS_GRP_154_1,Falls: Risk Assessment,N,84,,REG,Y
NEW ENGLAND ORTHOPEDIC SPECIALISTS LLC,6800786393,MA,Y,PQRS_GRP_39_1,Screening or Therapy for Osteoporosis for Women Aged 65 Years and Older,N,83,,REG,Y
PUBLIC HOSPITAL DIST NO 1 SKAGIT,6800793522,WA,Y,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,N,59,,WI,Y
PUBLIC HOSPITAL DIST NO 1 SKAGIT,6800793522,WA,Y,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,N,71,,WI,Y
PUBLIC HOSPITAL DIST NO 1 SKAGIT,6800793522,WA,Y,PQRS_GRP_112_1,Breast Cancer Screening,N,60,,WI,Y
PUBLIC HOSPITAL DIST NO 1 SKAGIT,6800793522,WA,Y,PQRS_GRP_113_1,Colorectal Cancer Screening,N,72,,WI,Y
PUBLIC HOSPITAL DIST NO 1 SKAGIT,6800793522,WA,Y,PQRS_GRP_117_1,Diabetes: Eye Exam,N,57,,WI,Y
PUBLIC HOSPITAL DIST NO 1 SKAGIT,6800793522,WA,Y,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,78,,WI,Y
PUBLIC HOSPITAL DIST NO 1 SKAGIT,6800793522,WA,Y,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,N,62,,WI,Y
PUBLIC HOSPITAL DIST NO 1 SKAGIT,6800793522,WA,Y,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,N,99,,WI,Y
PUBLIC HOSPITAL DIST NO 1 SKAGIT,6800793522,WA,Y,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,20,,WI,Y
PUBLIC HOSPITAL DIST NO 1 SKAGIT,6800793522,WA,Y,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,N,90,,WI,Y
PUBLIC HOSPITAL DIST NO 1 SKAGIT,6800793522,WA,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,90,,WI,Y
PUBLIC HOSPITAL DIST NO 1 SKAGIT,6800793522,WA,Y,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,N,64,,WI,Y
PUBLIC HOSPITAL DIST NO 1 SKAGIT,6800793522,WA,Y,PQRS_GRP_318_1,Falls: Screening for Fall Risk,N,28,,WI,Y
PUBLIC HOSPITAL DIST NO 1 SKAGIT,6800793522,WA,Y,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),N,91,,WI,Y
GEORGIA DERMATOLOGY SPECIALISTS OF COWETA COUNTY,6800798182,GA,Y,PQRS_GRP_137_1,Melanoma: Continuity of Care  Recall System,N,99,,REG,Y
GEORGIA DERMATOLOGY SPECIALISTS OF COWETA COUNTY,6800798182,GA,Y,PQRS_GRP_138_1,Melanoma: Coordination of Care,N,85,,REG,Y
